CosThetajj	Ejj	Emu	EventWeight	Mmiss	PTjj	PTmiss	PTmu
-0.994968166694	119.835270113	126.651181248	0.00103968615	243.406079214	8.70164316682	67.8844933697	68.1267460302
0.844949247117	122.286799253	65.1978585091	0.00103968615	299.449309496	47.7766844611	20.9449990054	64.1835863761
-0.989025649834	98.2383532661	132.422645217	0.00103968615	251.385107365	7.45769935362	77.0757427889	76.1965179883
0.923685554102	122.65883295	40.1763738275	0.00103968615	331.939186115	35.0139126784	38.0211486968	9.13641456792
0.503685200758	84.6407650163	64.1659747938	0.00103968615	340.489117598	37.4483278118	79.8079996097	63.328862546
-0.961952118869	138.234835832	133.036763274	0.00103968615	212.90963656	30.3536374815	82.1143947138	51.9582818024
0.00401719992391	139.981053936	62.0149290428	0.00103968615	250.492183619	112.728367741	156.198113515	47.1206090569
-0.874857578746	147.26808222	179.971062309	0.00103968615	158.453113904	57.9771962852	32.2607095959	70.6417040136
0.374927983532	116.172534207	55.1892156723	0.00103968615	322.057374081	76.9653876265	29.2802441781	47.9099269044
-0.573084053441	131.582516611	55.8366153703	0.00103968615	295.940738704	84.1216669006	99.0257423744	37.9635484412
-0.165262608153	94.2024075393	142.64087578	0.00103968615	211.303083379	37.9388494049	97.1517504494	59.8020926097
-0.659001882186	84.7105521225	92.2792353613	0.00103968615	306.36255746	23.90540154	101.859527774	86.8965371809
-0.189840127073	90.7173563969	107.541465624	0.00103968615	284.895101588	45.8001590504	41.7355473625	41.8095271841
-0.444602837187	106.627234848	63.4676010685	0.00103968615	321.724644669	40.9896882631	67.392143419	41.0152708681
-0.562665171597	128.508763409	100.813051556	0.00103968615	231.678429852	82.297060266	138.338390217	64.6817434692
-0.0927802959509	89.2078041353	125.946525257	0.00103968615	253.958160228	38.5958148803	59.4825955356	43.8412873714
0.565004360233	130.560178735	37.9870372788	0.00103968615	312.426681533	84.6302611253	103.841686081	32.5119793633
-0.661161119495	143.126377726	134.28992551	0.00103968615	213.108515922	88.6448053505	61.901741725	119.685963344
0.152344066816	90.529743992	14.7253460187	0.00103968615	393.575694043	41.2709948528	30.356198396	13.0457661919
0.195539805258	97.3191199619	135.453301081	0.00103968615	258.229161041	67.57844906	63.9161963198	129.767775242
-0.883397965955	151.184081289	86.6969857357	0.00103968615	206.998563836	60.2786633186	103.736362199	86.2033532462
-0.900475279575	163.549425861	35.3420630702	0.00103968615	278.252529225	62.6944388903	61.3629542804	13.9744450692
-0.647422672706	103.394722532	17.4854648398	0.00103968615	371.380819551	51.1098554115	53.5669593953	13.7569180912
-0.111796463215	100.358281978	40.5561625166	0.00103968615	357.966423185	61.3004100874	23.7189943437	39.6354839281
0.875807444187	106.692768888	62.4507874767	0.00103968615	318.329414684	33.4808913189	84.3860473833	55.3349769878
-0.564769558227	126.464905496	12.0770688867	0.00103968615	347.700794247	80.6495416467	87.3331239237	7.99342353834
-0.959616176874	97.1750269775	37.4228016674	0.00103968615	363.284844279	15.4616220464	31.7054045233	22.9544540634
-0.212355817793	140.37452863	90.2979120921	0.00103968615	235.971927597	113.03966589	124.696545888	89.5542134574
0.155817098161	92.8683609438	26.1710960471	0.00103968615	379.367564494	47.4367460376	26.4182812427	21.3240045879
0.745135910203	79.15960603	36.6907465345	0.00103968615	381.7043891	11.1226871311	22.4841858775	27.2689379983
-0.676465953847	131.726927048	76.2145481579	0.00103968615	278.630706383	77.2105221101	85.5103289643	55.5490618239
-0.730244715557	122.710508004	45.1526951683	0.00103968615	327.726141074	64.1368301837	41.4961660033	29.6192614113
-0.632803272178	112.3521314	90.4517968014	0.00103968615	296.4701829	57.8320998453	20.7262396947	77.8238380781
-0.239675316182	88.5669625348	83.2126010654	0.00103968615	314.353440609	36.1906922317	68.6410281386	38.569808622
0.879266819568	119.849927886	40.4423816948	0.00103968615	327.089566608	42.2331396254	17.4083069775	38.5896151211
-0.915971126902	100.689584392	117.887348948	0.00103968615	265.719372984	24.0597334427	92.3531412316	108.120139162
-0.239941678892	95.6488359201	21.2209921482	0.00103968615	374.818537699	56.4549228377	76.99833314	20.5458634279
0.323903314142	135.450788286	32.4381808449	0.00103968615	314.94282952	102.412670674	105.361747235	3.03674105956
-0.401999090365	121.562730211	44.4358047365	0.00103968615	319.869737518	106.113199718	95.975509726	16.6473219787
-0.797328378163	100.542459385	162.925667432	0.00103968615	195.551477273	28.5528484714	49.3017839472	22.8335646693
-0.187281510181	132.177493102	53.2300981354	0.00103968615	308.774551647	104.524399765	55.6178871244	53.1357905897
-0.499039966915	100.913021097	67.4158182316	0.00103968615	322.714831821	53.0154209811	76.4883782443	58.3542892088
-0.99990395682	108.501849815	118.561232256	0.00103968615	243.191382097	1.00514592431	115.272907367	115.427157869
-0.0628961736851	94.3360201372	139.5669913	0.00103968615	219.741665928	49.107288346	64.9131356295	18.0106099203
-0.745949978065	116.605965365	103.484743417	0.00103968615	262.020284778	55.6806679193	94.254820636	49.5774327007
-0.863460906183	140.254184409	85.7586586282	0.00103968615	268.386606155	58.2630646063	41.4823826779	57.6974431388
0.0542375581777	140.238682861	60.5782098036	0.00103968615	263.655533384	117.202392593	132.332229503	42.182250126
