CosThetajj	Ejj	EventWeight	Mmiss	PTmiss	PTmu
-0.994968166694	119.835270113	0.000103968615	243.406079214	67.8844933697	68.1267460302
0.844949247117	122.286799253	0.000103968615	299.449309496	20.9449990054	64.1835863761
-0.989025649834	98.2383532661	0.000103968615	251.385107365	77.0757427889	76.1965179883
0.923685554102	122.65883295	0.000103968615	331.939186115	38.0211486968	9.13641456792
0.503685200758	84.6407650163	0.000103968615	340.489117598	79.8079996097	63.328862546
-0.961952118869	138.234835832	0.000103968615	212.90963656	82.1143947138	51.9582818024
0.00401719992391	139.981053936	0.000103968615	250.492183619	156.198113515	47.1206090569
-0.874857578746	147.26808222	0.000103968615	158.453113904	32.2607095959	70.6417040136
0.374927983532	116.172534207	0.000103968615	322.057374081	29.2802441781	47.9099269044
-0.573084053441	131.582516611	0.000103968615	295.940738704	99.0257423744	37.9635484412
-0.165262608153	94.2024075393	0.000103968615	211.303083379	97.1517504494	59.8020926097
-0.659001882186	84.7105521225	0.000103968615	306.36255746	101.859527774	86.8965371809
-0.189840127073	90.7173563969	0.000103968615	284.895101588	41.7355473625	41.8095271841
-0.444602837187	106.627234848	0.000103968615	321.724644669	67.392143419	41.0152708681
-0.562665171597	128.508763409	0.000103968615	231.678429852	138.338390217	64.6817434692
-0.0927802959509	89.2078041353	0.000103968615	253.958160228	59.4825955356	43.8412873714
0.565004360233	130.560178735	0.000103968615	312.426681533	103.841686081	32.5119793633
-0.661161119495	143.126377726	0.000103968615	213.108515922	61.901741725	119.685963344
0.152344066816	90.529743992	0.000103968615	393.575694043	30.356198396	13.0457661919
0.195539805258	97.3191199619	0.000103968615	258.229161041	63.9161963198	129.767775242
-0.883397965955	151.184081289	0.000103968615	206.998563836	103.736362199	86.2033532462
-0.900475279575	163.549425861	0.000103968615	278.252529225	61.3629542804	13.9744450692
-0.647422672706	103.394722532	0.000103968615	371.380819551	53.5669593953	13.7569180912
-0.111796463215	100.358281978	0.000103968615	357.966423185	23.7189943437	39.6354839281
0.875807444187	106.692768888	0.000103968615	318.329414684	84.3860473833	55.3349769878
-0.564769558227	126.464905496	0.000103968615	347.700794247	87.3331239237	7.99342353834
-0.959616176874	97.1750269775	0.000103968615	363.284844279	31.7054045233	22.9544540634
-0.212355817793	140.37452863	0.000103968615	235.971927597	124.696545888	89.5542134574
0.155817098161	92.8683609438	0.000103968615	379.367564494	26.4182812427	21.3240045879
0.745135910203	79.15960603	0.000103968615	381.7043891	22.4841858775	27.2689379983
-0.676465953847	131.726927048	0.000103968615	278.630706383	85.5103289643	55.5490618239
-0.730244715557	122.710508004	0.000103968615	327.726141074	41.4961660033	29.6192614113
-0.632803272178	112.3521314	0.000103968615	296.4701829	20.7262396947	77.8238380781
-0.239675316182	88.5669625348	0.000103968615	314.353440609	68.6410281386	38.569808622
0.879266819568	119.849927886	0.000103968615	327.089566608	17.4083069775	38.5896151211
-0.915971126902	100.689584392	0.000103968615	265.719372984	92.3531412316	108.120139162
-0.239941678892	95.6488359201	0.000103968615	374.818537699	76.99833314	20.5458634279
0.323903314142	135.450788286	0.000103968615	314.94282952	105.361747235	3.03674105956
-0.401999090365	121.562730211	0.000103968615	319.869737518	95.975509726	16.6473219787
-0.797328378163	100.542459385	0.000103968615	195.551477273	49.3017839472	22.8335646693
-0.187281510181	132.177493102	0.000103968615	308.774551647	55.6178871244	53.1357905897
-0.499039966915	100.913021097	0.000103968615	322.714831821	76.4883782443	58.3542892088
-0.99990395682	108.501849815	0.000103968615	243.191382097	115.272907367	115.427157869
-0.0628961736851	94.3360201372	0.000103968615	219.741665928	64.9131356295	18.0106099203
-0.745949978065	116.605965365	0.000103968615	262.020284778	94.254820636	49.5774327007
-0.863460906183	140.254184409	0.000103968615	268.386606155	41.4823826779	57.6974431388
0.0542375581777	140.238682861	0.000103968615	263.655533384	132.332229503	42.182250126
-0.942027504658	143.000715246	0.000103968615	326.279900579	27.5091966347	11.768870719
-0.635690310857	139.083796898	0.000103968615	278.694617893	22.1960338356	64.1258824022
-0.0917151998993	130.487006409	0.000103968615	251.117574253	102.833341515	68.2175917008
-0.929499004749	111.038248872	0.000103968615	332.857949035	23.3856386737	46.7627889269
0.762990325573	87.4854047134	0.000103968615	326.991241276	26.3832660983	38.0841714693
-0.49302326379	135.481698217	0.000103968615	233.477957733	122.105977878	27.3916546587
-0.980714625359	104.994904571	0.000103968615	186.307480749	26.3813533615	15.3191521341
