CosThetajj	Ejj	EventWeight	Mmiss	PTmiss	PTmu
-0.996256845711	249.560541478	25.930128	0.0279861185115	45.9935347689	38.647385505
0.987381556928	118.149088977	25.930128	61.3668357939	13.5506829556	3.17563210418
-0.988940143894	247.734278698	25.930128	37.7041839243	24.9492546814	18.6671055436
-0.935899138299	201.882734427	25.930128	205.111817968	75.2045867391	24.0090255411
-0.696160441795	251.527391864	25.930128	23.1216047877	79.102591336	100.497950668
-0.673211213656	250.077307649	25.930128	2.20803728158	92.8420313897	84.8327546334
-0.984494246955	252.135608048	25.930128	0.548301222421	52.4545612247	37.1896348247
-0.699491508646	242.499051562	25.930128	82.7049823474	140.512935916	32.5443733243
-0.917754679418	254.723981394	25.930128	13.9167741315	33.3820122622	64.0168862646
-0.994170066537	249.774163591	25.930128	6.21780154758	37.5071622222	38.6937381351
-0.995904292966	250.147653501	25.930128	0.0712710538816	35.360192421	45.4828004087
-0.991824460814	249.455392577	25.930128	8.03428450871	32.9915616617	52.1549095031
-0.415111805063	239.677594143	25.930128	82.1270026679	201.834469205	8.38397941873
-0.99817892537	247.858610284	25.930128	29.2764212657	36.9843759351	25.7132379277
-0.563110379197	249.121819761	25.930128	4.22052776773	66.4518161603	134.03663097
-0.93865134635	249.76624925	25.930128	8.23410770435	29.0229192134	84.6425404238
-0.90048708955	137.384756508	25.930128	146.235641244	22.1176173884	69.6887392591
0.0515094345219	247.602734938	25.930128	42.5612476499	122.105197696	113.787143457
-0.945230107913	157.859175401	25.930128	280.831260294	48.5551788689	30.283648467
-0.932938095844	204.600345196	25.930128	45.7122182818	3.67169626494	70.802657241
-0.995122065277	249.950595861	25.930128	0.6193942173	51.6159862791	28.6343488347
-0.792606425535	234.717828829	25.930128	83.6965489397	58.0749891102	96.8498001228
-0.885466926809	248.518173227	25.930128	10.4799482024	13.1784783711	121.534473955
-0.93093597015	248.640570036	25.930128	25.9227157174	83.1843422951	4.17542321168
-0.996625860949	248.352321215	25.930128	37.2971547434	14.9951696142	34.1869390192
-0.966447985287	215.767532032	25.930128	76.1161471408	34.4646238891	41.1551975061
0.873264194085	191.290403196	25.930128	119.327868832	27.9982608459	56.5272230725
-0.997724166539	246.56000357	25.930128	7.85131589079	21.7019992824	16.7999584451
-0.985666405344	249.557959792	25.930128	14.3919688351	38.9595030635	50.4659215262
-0.611992662478	174.168032834	25.930128	261.525291887	119.368608489	16.3367023026
-0.911207976158	249.296264332	25.930128	1.58311161034	16.0432176694	112.611826012
-0.981125653174	249.801364988	25.930128	3.58867565916	24.5788274448	67.3329346749
-0.99775530006	243.940431046	25.930128	78.3458827305	12.0390653531	10.045621873
-0.955823457765	232.050965617	25.930128	82.4900177691	59.2144450783	6.11046826115
-0.815705829927	249.420783956	25.930128	19.0406679278	28.6088523888	124.559875025
-0.992265895704	248.882431276	25.930128	7.57676060423	35.8942834451	39.2805943042
-0.925470132567	244.029716203	25.930128	22.2415624819	40.1661139753	54.7422114201
-0.952603609474	123.300823283	25.930128	295.633306222	54.0959516709	30.8033490733
-0.996866348189	249.682592275	25.930128	13.4043141283	30.0967023673	38.1549601009
-0.997421355171	235.026387836	25.930128	94.7884115221	22.1332363117	19.5337344052
-0.983561077372	249.468134159	25.930128	15.9788741749	19.9761493014	47.0547168255
-0.811806714184	232.979688966	25.930128	110.150542854	127.523369108	8.66650811105
-0.926957640047	240.698823903	25.930128	77.1500116304	93.0041060493	7.54478331807
-0.234889601644	246.614784946	25.930128	56.7099663643	224.889993381	3.4153589214
