CosThetajj	Ejj	EventWeight	Mmiss	PTmiss	PTmu
0.223251265128	90.8464910305	0.00126193790311	352.425264267	14.5432570991	56.2863273621
0.941929943059	187.267482655	0.00126193790311	199.397656966	70.3496222159	25.2475452423
-0.322871318125	97.3393823173	0.00126193790311	362.133811272	41.0696285201	24.3371601105
-0.846889300832	80.1802931176	0.00126193790311	336.498498457	44.8350496129	69.9048995972
0.999592259221	159.634769189	0.00126193790311	213.515694446	67.9226023017	67.4435958862
-0.842240480591	114.881590918	0.00126193790311	340.311368347	74.9928290689	29.4322109222
-0.749608327287	92.2392006352	0.00126193790311	292.63669473	79.3024288472	102.770729065
0.442799182951	182.676709743	0.00126193790311	233.228343119	128.147122549	20.8203811646
0.867411821012	157.588124115	0.00126193790311	265.136207715	63.6390117573	26.6044025421
-0.645179786933	103.578821082	0.00126193790311	322.126490626	93.4258218554	38.316204071
-0.560178245702	127.638018237	0.00126193790311	252.078436563	45.107953645	109.321022034
-0.447569484219	91.8034409198	0.00126193790311	324.023798654	93.6770142354	69.9409103394
-0.269100280143	89.0287554143	0.00126193790311	313.24529616	56.2914781079	39.8160171509
0.564812942507	144.472068736	0.00126193790311	217.149155836	43.8669632215	112.484451294
0.269074976857	112.400349403	0.00126193790311	361.524504123	73.4020607907	17.609167099
0.270246384319	150.901471517	0.00126193790311	254.952729939	40.8669702292	84.3311538696
0.900053869259	108.952519852	0.00126193790311	305.309890146	34.5498652004	20.2648181915
0.431500717171	144.46269891	0.00126193790311	226.855352378	169.429608693	64.3553009033
-0.785398075439	87.6229587001	0.00126193790311	291.259202581	59.384326691	76.1706466675
0.634664899159	166.970669726	0.00126193790311	223.688835461	35.5882911152	85.5417022705
-0.0536353107289	120.931014663	0.00126193790311	231.98739981	134.124158224	51.8894042969
0.639340127479	167.535427215	0.00126193790311	216.166752674	19.8282458091	94.0091400146
-0.931869252928	67.2223798835	0.00126193790311	381.43822291	48.1680382156	45.513710022
0.559227463339	143.157621207	0.00126193790311	264.973282839	135.42934823	50.4476737976
0.686035670753	137.262020762	0.00126193790311	275.394517854	131.486523173	48.7646408081
-0.660571556438	97.4374319587	0.00126193790311	358.604853987	69.6105404254	34.5873756409
0.493496743154	73.4929669248	0.00126193790311	294.376290514	86.8326157236	92.0740432739
-0.0284591312698	108.40336956	0.00126193790311	292.270164887	14.7532590092	69.0185928345
-0.993103074224	109.977803359	0.00126193790311	314.594107172	46.6333053725	55.5302391052
-0.345069894151	114.358235832	0.00126193790311	326.676112919	114.915389717	37.9725914001
-0.506227319294	149.2389813	0.00126193790311	257.1516977	60.8841043052	76.3409576416
-0.0782123256245	66.7774873419	0.00126193790311	413.696644961	29.4381481293	16.0378074646
-0.198284517809	157.526614347	0.00126193790311	261.72816621	139.503207374	13.9133081436
0.219553141513	94.3751610807	0.00126193790311	361.204314908	43.4041069005	29.9978981018
0.884693232205	65.0453203646	0.00126193790311	383.394133794	40.5965624305	44.5897026062
0.864245056871	142.409252337	0.00126193790311	285.840627264	22.5794382549	47.2917327881
0.0656374668426	105.825738225	0.00126193790311	354.507679621	79.2548481873	25.8978118896
-0.682483068918	143.703130082	0.00126193790311	186.415272316	57.7403458324	145.327163696
